index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
1350,33751920105734,S,Great Oak High,Temecula Valley Unified,Riverside,873,506,523.0,521.0,505.0,291.0,57.51
1351,33751923330370,S,Temecula Valley High,Temecula Valley Unified,Riverside,657,352,499.0,487.0,485.0,161.0,45.74
1352,33751923330636,S,Susan H. Nelson,Temecula Valley Unified,Riverside,82,3,,,,,
1353,33751923330743,S,Chaparral High,Temecula Valley Unified,Riverside,693,419,501.0,498.0,491.0,196.0,46.78
1354,33751923330917,S,Temecula Preparatory,Temecula Valley Unified,Riverside,54,44,548.0,524.0,539.0,30.0,68.18
1355,33752000000000,D,,Murrieta Valley Unified,Riverside,1974,1079,498.0,503.0,492.0,508.0,47.08
1356,33752000100420,S,Vista Murrieta High,Murrieta Valley Unified,Riverside,740,428,494.0,495.0,491.0,197.0,46.03
1357,33752000102079,S,Tenaja Canyon Academy,Murrieta Valley Unified,Riverside,52,3,,,,,
1358,33752000118794,S,Murrieta Mesa High,Murrieta Valley Unified,Riverside,503,309,488.0,493.0,478.0,124.0,40.13
1359,33752003330529,S,Murrieta Valley High,Murrieta Valley Unified,Riverside,574,339,512.0,523.0,506.0,185.0,54.57
1360,33752420000000,D,,Val Verde Unified,Riverside,1510,814,428.0,435.0,420.0,136.0,16.71
1361,33752420109108,S,Citrus Hill High,Val Verde Unified,Riverside,520,338,415.0,427.0,405.0,43.0,12.72
1362,33752420123190,S,Val Verde Academy,Val Verde Unified,Riverside,22,0,,,,,
1363,33752423330552,S,Rancho Verde High,Val Verde Unified,Riverside,751,474,438.0,441.0,430.0,93.0,19.62
1364,33752423330560,S,Val Verde High,Val Verde Unified,Riverside,210,2,,,,,
1365,34000000000000,C,,,Sacramento,18908,7180,492.0,504.0,482.0,3269.0,45.53
1366,34103480000000,D,,Sacramento County Office of Education,Sacramento,257,0,,,,,
1367,34673140000000,D,,Elk Grove Unified,Sacramento,5035,2621,491.0,509.0,481.0,1200.0,45.78
1368,34673140105916,S,Monterey Trail High,Elk Grove Unified,Sacramento,526,326,459.0,471.0,444.0,89.0,27.3
1369,34673140108753,S,Pleasant Grove High,Elk Grove Unified,Sacramento,619,363,530.0,563.0,513.0,240.0,66.12
1370,34673140116897,S,Cosumnes Oaks High,Elk Grove Unified,Sacramento,504,309,508.0,514.0,491.0,156.0,50.49
1371,34673143430170,S,Valley High,Elk Grove Unified,Sacramento,324,184,427.0,433.0,426.0,40.0,21.74
1372,34673143430352,S,Las Flores High (Alternative),Elk Grove Unified,Sacramento,58,0,,,,,
1373,34673143430477,S,Florin High,Elk Grove Unified,Sacramento,346,157,425.0,449.0,420.0,30.0,19.11
1374,34673143430592,S,Laguna Creek High,Elk Grove Unified,Sacramento,439,257,494.0,505.0,483.0,122.0,47.47
1375,34673143430618,S,Sheldon High,Elk Grove Unified,Sacramento,526,279,486.0,500.0,472.0,110.0,39.43
1376,34673143430873,S,Franklin High,Elk Grove Unified,Sacramento,682,511,514.0,536.0,512.0,289.0,56.56
1377,34673143432572,S,Elk Grove High,Elk Grove Unified,Sacramento,418,231,501.0,527.0,493.0,123.0,53.25
1378,34673146112254,S,Elk Grove Charter,Elk Grove Unified,Sacramento,95,4,,,,,
1379,34673300000000,D,,Folsom-Cordova Unified,Sacramento,1389,635,542.0,558.0,532.0,443.0,69.76
1380,34673300113571,S,Vista del Lago High,Folsom-Cordova Unified,Sacramento,339,231,554.0,571.0,552.0,170.0,73.59
1381,34673303430501,S,Walnutwood High (Independent Study),Folsom-Cordova Unified,Sacramento,56,3,,,,,
1382,34673303431533,S,Cordova High,Folsom-Cordova Unified,Sacramento,376,100,488.0,488.0,466.0,41.0,41.0
1383,34673303433216,S,Folsom High,Folsom-Cordova Unified,Sacramento,486,300,550.0,573.0,538.0,228.0,76.0
1384,34673303434792,S,Kinney High (Continuation),Folsom-Cordova Unified,Sacramento,77,1,,,,,
1385,34673550000000,D,,Galt Joint Union High,Sacramento,591,140,490.0,506.0,480.0,69.0,49.29
1386,34673550119131,S,Liberty Ranch High,Galt Joint Union High,Sacramento,275,94,504.0,519.0,496.0,54.0,57.45
1387,34673553433471,S,Galt High,Galt Joint Union High,Sacramento,210,46,462.0,480.0,448.0,15.0,32.61
1388,34674130000000,D,,River Delta Joint Unified,Sacramento,175,79,481.0,460.0,477.0,27.0,34.18
1389,34674134835302,S,Rio Vista High,River Delta Joint Unified,Sacramento,87,45,477.0,461.0,484.0,16.0,35.56
1390,34674135731708,S,Delta High,River Delta Joint Unified,Sacramento,62,34,486.0,459.0,467.0,11.0,32.35
1391,34674390000000,D,,Sacramento City Unified,Sacramento,3208,1281,463.0,476.0,456.0,425.0,33.18
1392,34674390101881,S,New Technology High,Sacramento City Unified,Sacramento,49,30,450.0,449.0,432.0,8.0,26.67
1393,34674390101899,S,George Washington Carver School of Arts and Scienc,Sacramento City Unified,Sacramento,61,28,548.0,504.0,526.0,16.0,57.14
1394,34674390101907,S,The MET,Sacramento City Unified,Sacramento,66,33,486.0,457.0,468.0,11.0,33.33
1395,34674390101972,S,Rosemont High,Sacramento City Unified,Sacramento,313,96,467.0,488.0,452.0,29.0,30.21
1396,34674390102038,S,Sacramento Charter High,Sacramento City Unified,Sacramento,181,156,410.0,405.0,403.0,11.0,7.05
1397,34674390108951,S,Arthur A. Benjamin Health Professions High,Sacramento City Unified,Sacramento,49,23,447.0,440.0,449.0,8.0,34.78
1398,34674390114546,S,School of Engineering & Sciences,Sacramento City Unified,Sacramento,26,12,448.0,469.0,420.0,2.0,16.67
1399,34674393430154,S,American Legion High (Continuation),Sacramento City Unified,Sacramento,202,1,,,,,
1400,34674393430519,S,Capital City Independent Study,Sacramento City Unified,Sacramento,260,2,,,,,
1401,34674393430865,S,West Campus,Sacramento City Unified,Sacramento,203,165,497.0,514.0,500.0,79.0,47.88
1402,34674393431012,S,Luther Burbank High,Sacramento City Unified,Sacramento,421,187,399.0,427.0,397.0,20.0,10.7
1403,34674393434636,S,Hiram W. Johnson High,Sacramento City Unified,Sacramento,323,91,410.0,423.0,401.0,11.0,12.09
1404,34674393434768,S,John F. Kennedy High,Sacramento City Unified,Sacramento,468,236,480.0,505.0,471.0,101.0,42.8
1405,34674393435419,S,C. K. McClatchy High,Sacramento City Unified,Sacramento,506,221,524.0,532.0,512.0,129.0,58.37
1406,34674470000000,D,,San Juan Unified,Sacramento,4419,1402,526.0,532.0,514.0,806.0,57.49
1407,34674470121467,S,Aspire Alexander Twilight Secondary Academy,San Juan Unified,Sacramento,11,12,420.0,418.0,403.0,2.0,16.67
1408,34674473430048,S,Mesa Verde High,San Juan Unified,Sacramento,209,54,457.0,434.0,449.0,14.0,25.93
1409,34674473430097,S,La Entrada Continuation High,San Juan Unified,Sacramento,48,3,,,,,
1410,34674473430386,S,El Sereno Alternative Education,San Juan Unified,Sacramento,137,6,,,,,
1411,34674473430493,S,Bella Vista High,San Juan Unified,Sacramento,420,242,549.0,562.0,530.0,173.0,71.49
1412,34674473430691,S,Options for Youth-San Juan,San Juan Unified,Sacramento,185,15,451.0,422.0,431.0,4.0,26.67
1413,34674473430717,S,Visions In Education,San Juan Unified,Sacramento,870,43,571.0,527.0,533.0,29.0,67.44
1414,34674473430758,S,San Juan Choices Charter,San Juan Unified,Sacramento,68,1,,,,,
1415,34674473431111,S,Casa Roble Fundamental High,San Juan Unified,Sacramento,318,137,495.0,491.0,486.0,62.0,45.26
1416,34674473432051,S,Del Campo High,San Juan Unified,Sacramento,417,180,501.0,488.0,489.0,80.0,44.44
1417,34674473432317,S,El Camino Fundamental High,San Juan Unified,Sacramento,391,209,512.0,515.0,496.0,113.0,54.07
1418,34674473432838,S,Encina Preparatory High,San Juan Unified,Sacramento,196,28,391.0,413.0,389.0,3.0,10.71
1419,34674473435930,S,Mira Loma High,San Juan Unified,Sacramento,418,236,594.0,624.0,583.0,189.0,80.08
1420,34674473436714,S,Rio Americano High,San Juan Unified,Sacramento,371,202,539.0,548.0,536.0,131.0,64.85
1421,34674473438504,S,San Juan High,San Juan Unified,Sacramento,190,34,414.0,449.0,420.0,3.0,8.82
1422,34739730000000,D,,Center Joint Unified,Sacramento,349,97,495.0,522.0,465.0,44.0,45.36
1423,34739730106377,S,Global Youth Charter,Center Joint Unified,Sacramento,12,1,,,,,
1424,34739733430378,S,Center High,Center Joint Unified,Sacramento,292,96,496.0,524.0,466.0,44.0,45.83
1425,34739733430816,S,Antelope View Charter,Center Joint Unified,Sacramento,11,0,,,,,
1426,34752830000000,D,,Natomas Unified,Sacramento,931,389,476.0,474.0,469.0,143.0,36.76
1427,34752830102236,S,Inderkum High,Natomas Unified,Sacramento,369,161,459.0,462.0,449.0,44.0,27.33
1428,34752830112425,S,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,128,85,482.0,496.0,477.0,37.0,43.53
1429,34752833430584,S,Natomas High,Natomas Unified,Sacramento,227,74,459.0,451.0,454.0,26.0,35.14
1430,34752833430659,S,Natomas Charter,Natomas Unified,Sacramento,86,69,528.0,500.0,524.0,36.0,52.17
1431,34765050000000,D,,Twin Rivers Unified,Sacramento,2554,536,431.0,435.0,421.0,112.0,20.9
1432,34765050101832,S,Futures High,Twin Rivers Unified,Sacramento,51,17,457.0,492.0,489.0,6.0,35.29
1433,34765050108415,S,Heritage Peak Charter,Twin Rivers Unified,Sacramento,223,25,478.0,462.0,458.0,9.0,36.0
1434,34765050108795,S,Creative Connections Arts Academy,Twin Rivers Unified,Sacramento,33,8,,,,,
1435,34765050108837,S,Community Collaborative Charter,Twin Rivers Unified,Sacramento,190,2,,,,,
1436,34765050114272,S,SAVA: Sacramento Academic and Vocational Academy,Twin Rivers Unified,Sacramento,368,1,,,,,
1437,34765050130757,S,Highlands Community Charter,Twin Rivers Unified,Sacramento,56,0,,,,,
1438,34765053430634,S,Elwood J. Keema High,Twin Rivers Unified,Sacramento,235,0,,,,,
1439,34765053430881,S,Vista Nueva Career and Technology High,Twin Rivers Unified,Sacramento,104,1,,,,,
1440,34765053433265,S,Foothill High,Twin Rivers Unified,Sacramento,212,92,446.0,445.0,430.0,22.0,23.91
1441,34765053433794,S,Grant Union High,Twin Rivers Unified,Sacramento,401,208,400.0,401.0,395.0,22.0,10.58
1442,34765053434370,S,Highlands High,Twin Rivers Unified,Sacramento,172,54,435.0,440.0,407.0,11.0,20.37
1443,34765053436979,S,Rio Linda High,Twin Rivers Unified,Sacramento,341,128,449.0,468.0,443.0,38.0,29.69
1444,35000000000000,C,,,San Benito,883,305,480.0,476.0,476.0,116.0,38.03
1445,35103550000000,D,,San Benito County Office of Education,San Benito,40,0,,,,,
1446,35675380000000,D,,San Benito High,San Benito,764,266,477.0,472.0,476.0,100.0,37.59
1447,35675383537008,S,San Benito High,San Benito High,San Benito,703,266,477.0,472.0,476.0,100.0,37.59
1448,35752590000000,D,,Aromas/San Juan Unified,San Benito,79,39,496.0,506.0,479.0,16.0,41.03
1449,35752593530060,S,Anzar High,Aromas/San Juan Unified,San Benito,79,39,496.0,506.0,479.0,16.0,41.03
1450,36000000000000,C,,,San Bernardino,33998,12193,467.0,475.0,459.0,4193.0,34.39
1451,36103630000000,D,,San Bernardino County Office of Education,San Bernardino,521,0,,,,,
1452,36675870000000,D,,Adelanto Elementary,San Bernardino,821,2,,,,,
1453,36675870120592,S,Alta Vista Public,Adelanto Elementary,San Bernardino,815,2,,,,,
1454,36676110000000,D,,Barstow Unified,San Bernardino,444,86,450.0,474.0,445.0,24.0,27.91
1455,36676113630712,S,Central High (Continuation),Barstow Unified,San Bernardino,131,1,,,,,
1456,36676113630803,S,Barstow High,Barstow Unified,San Bernardino,310,85,451.0,474.0,445.0,24.0,28.24
1457,36676370000000,D,,Bear Valley Unified,San Bernardino,217,71,502.0,519.0,491.0,37.0,52.11
1458,36676373631066,S,Big Bear High,Bear Valley Unified,San Bernardino,190,71,502.0,519.0,491.0,37.0,52.11
1459,36676520000000,D,,Chaffey Joint Union High,San Bernardino,6214,2989,477.0,490.0,468.0,1166.0,39.01
1460,36676520126243,S,Chaffey District Online High,Chaffey Joint Union High,San Bernardino,40,8,,,,,
1461,36676523630225,S,Alta Loma High,Chaffey Joint Union High,San Bernardino,652,348,482.0,488.0,466.0,130.0,37.36
1462,36676523630373,S,Etiwanda High,Chaffey Joint Union High,San Bernardino,799,455,489.0,501.0,478.0,205.0,45.05
1463,36676523630571,S,Rancho Cucamonga High,Chaffey Joint Union High,San Bernardino,815,519,493.0,501.0,489.0,236.0,45.47
1464,36676523631058,S,Los Osos High,Chaffey Joint Union High,San Bernardino,786,522,523.0,544.0,511.0,307.0,58.81
1465,36676523631157,S,Colony High,Chaffey Joint Union High,San Bernardino,508,240,457.0,466.0,450.0,77.0,32.08
1466,36676523632205,S,Chaffey High,Chaffey Joint Union High,San Bernardino,845,277,453.0,450.0,445.0,71.0,25.63
1467,36676523633906,S,Montclair High,Chaffey Joint Union High,San Bernardino,771,337,438.0,456.0,426.0,75.0,22.26
1468,36676523634482,S,Ontario High,Chaffey Joint Union High,San Bernardino,655,282,428.0,458.0,428.0,61.0,21.63
1469,36676523637659,S,Valley View High (Continuation),Chaffey Joint Union High,San Bernardino,308,1,,,,,
1470,36676780000000,D,,Chino Valley Unified,San Bernardino,2688,1358,496.0,515.0,494.0,675.0,49.71
1471,36676783630035,S,Don Antonio Lugo High,Chino Valley Unified,San Bernardino,455,142,468.0,462.0,461.0,44.0,30.99
1472,36676783630522,S,Ruben S. Ayala High,Chino Valley Unified,San Bernardino,675,464,513.0,542.0,510.0,273.0,58.84
1473,36676783631017,S,Chino Hills High,Chino Valley Unified,San Bernardino,811,516,508.0,531.0,508.0,288.0,55.81
1474,36676783631769,S,Buena Vista Continuation High,Chino Valley Unified,San Bernardino,146,1,,,,,
1475,36676783632502,S,Chino High,Chino Valley Unified,San Bernardino,550,235,456.0,460.0,452.0,70.0,29.79
1476,36676860000000,D,,Colton Joint Unified,San Bernardino,1611,492,438.0,448.0,434.0,108.0,21.95
1477,36676860125500,S,Grand Terrace High School at the Ray Abril Jr. Edu,Colton Joint Unified,San Bernardino,458,184,451.0,451.0,441.0,44.0,23.91
1478,36676863630399,S,Washington High,Colton Joint Unified,San Bernardino,58,0,,,,,
1479,36676863631322,S,Bloomington High,Colton Joint Unified,San Bernardino,461,177,432.0,442.0,430.0,40.0,22.6
1480,36676863632742,S,Colton High,Colton Joint Unified,San Bernardino,456,131,427.0,452.0,428.0,24.0,18.32
1481,36677100000000,D,,Fontana Unified,San Bernardino,3322,1250,436.0,439.0,425.0,240.0,19.2
1482,36677100108191,S,Summit High,Fontana Unified,San Bernardino,620,326,439.0,439.0,425.0,62.0,19.02
1483,36677100120758,S,Jurupa Hills High,Fontana Unified,San Bernardino,536,282,437.0,436.0,424.0,61.0,21.63
1484,36677103630555,S,Fontana A. B. Miller High,Fontana Unified,San Bernardino,563,185,448.0,447.0,432.0,42.0,22.7
1485,36677103630902,S,Henry J. Kaiser High,Fontana Unified,San Bernardino,545,236,425.0,427.0,417.0,28.0,11.86
1486,36677103633302,S,Fontana High,Fontana Unified,San Bernardino,541,221,435.0,448.0,429.0,47.0,21.27
1487,36677360000000,D,,Helendale Elementary,San Bernardino,179,17,454.0,495.0,462.0,7.0,41.18
1488,36677360116723,S,Academy of Careers and Exploration,Helendale Elementary,San Bernardino,38,17,454.0,495.0,462.0,7.0,41.18
1489,36677360128439,S,Empire Springs Charter,Helendale Elementary,San Bernardino,21,0,,,,,
1490,36677360130948,S,Independence Charter Academy,Helendale Elementary,San Bernardino,13,0,,,,,
1491,36677360131151,S,Alta Vista South Public Charter,Helendale Elementary,San Bernardino,107,0,,,,,
1492,36677770000000,D,,Morongo Unified,San Bernardino,761,152,490.0,501.0,486.0,72.0,47.37
1493,36677770124214,S,Hope Academy Charter,Morongo Unified,San Bernardino,197,1,,,,,
1494,36677773636743,S,Twentynine Palms High,Morongo Unified,San Bernardino,164,72,486.0,503.0,478.0,31.0,43.06
1495,36677773638616,S,Yucca Valley High,Morongo Unified,San Bernardino,314,79,493.0,497.0,494.0,40.0,50.63
1496,36678010000000,D,,Needles Unified,San Bernardino,50,16,446.0,453.0,409.0,5.0,31.25
1497,36678013634169,S,Needles High,Needles Unified,San Bernardino,49,16,446.0,453.0,409.0,5.0,31.25
1498,36678270000000,D,,Oro Grande Elementary,San Bernardino,679,107,463.0,454.0,447.0,30.0,28.04
1499,36678270111807,S,Mojave River Academy,Oro Grande Elementary,San Bernardino,522,8,,,,,
1500,36678270113928,S,Riverside Preparatory,Oro Grande Elementary,San Bernardino,157,99,460.0,452.0,447.0,28.0,28.28
1501,36678430000000,D,,Redlands Unified,San Bernardino,1933,844,506.0,512.0,495.0,438.0,51.9
1502,36678430118802,S,Citrus Valley High,Redlands Unified,San Bernardino,559,293,488.0,492.0,473.0,135.0,46.08
1503,36678430127837,S,Redlands eAcademy,Redlands Unified,San Bernardino,9,5,,,,,
1504,36678433630779,S,Redlands East Valley High,Redlands Unified,San Bernardino,525,256,506.0,511.0,498.0,134.0,52.34
1505,36678433630928,S,Grove,Redlands Unified,San Bernardino,32,28,552.0,506.0,535.0,17.0,60.71
1506,36678433635042,S,Redlands Senior High,Redlands Unified,San Bernardino,549,262,523.0,538.0,515.0,150.0,57.25
1507,36678500000000,D,,Rialto Unified,San Bernardino,2130,772,430.0,442.0,428.0,144.0,18.65
1508,36678500102830,S,Wilmer Amina Carter High,Rialto Unified,San Bernardino,556,265,429.0,436.0,436.0,48.0,18.11
1509,36678503630530,S,Zupanic High,Rialto Unified,San Bernardino,79,1,,,,,
1510,36678503630597,S,Rialto High,Rialto Unified,San Bernardino,675,296,428.0,437.0,421.0,54.0,18.24
1511,36678503633005,S,Eisenhower Senior High,Rialto Unified,San Bernardino,582,210,433.0,456.0,427.0,42.0,20.0
1512,36678680000000,D,,Rim of the World Unified,San Bernardino,342,118,506.0,496.0,484.0,57.0,48.31
1513,36678683635265,S,Rim of the World Senior High,Rim of the World Unified,San Bernardino,274,118,506.0,496.0,484.0,57.0,48.31
1514,36678760000000,D,,San Bernardino City Unified,San Bernardino,3770,1265,433.0,437.0,426.0,259.0,20.47
1515,36678760107730,S,ASA Charter,San Bernardino City Unified,San Bernardino,15,1,,,,,
1516,36678760109850,S,Public Safety Academy,San Bernardino City Unified,San Bernardino,24,9,,,,,
1517,36678760120568,S,Options for Youth-San Bernardino,San Bernardino City Unified,San Bernardino,115,23,456.0,436.0,457.0,3.0,13.04
1518,36678760125450,S,Indian Springs High,San Bernardino City Unified,San Bernardino,291,116,404.0,404.0,400.0,11.0,9.48
1519,36678763630308,S,San Andreas High,San Bernardino City Unified,San Bernardino,344,1,,,,,
1520,36678763630548,S,Alternative Learning Center,San Bernardino City Unified,San Bernardino,15,0,,,,,
1521,36678763630993,S,Provisional Accelerated Learning Academy,San Bernardino City Unified,San Bernardino,126,0,,,,,
1522,36678763631082,S,Arroyo Valley High,San Bernardino City Unified,San Bernardino,568,243,415.0,423.0,406.0,39.0,16.05
1523,36678763631090,S,Middle College High,San Bernardino City Unified,San Bernardino,55,60,466.0,477.0,469.0,17.0,28.33
1524,36678763632221,S,Cajon High,San Bernardino City Unified,San Bernardino,595,330,465.0,467.0,456.0,107.0,32.42
1525,36678763634680,S,Pacific High,San Bernardino City Unified,San Bernardino,347,156,415.0,426.0,403.0,20.0,12.82
1526,36678763635844,S,San Bernardino High,San Bernardino City Unified,San Bernardino,363,159,424.0,426.0,415.0,25.0,15.72
1527,36678763636081,S,San Gorgonio High,San Bernardino City Unified,San Bernardino,455,167,426.0,434.0,424.0,37.0,22.16
1528,36678920000000,D,,Trona Joint Unified,San Bernardino,18,4,,,,,
1529,36678923636487,S,Trona High,Trona Joint Unified,San Bernardino,18,4,,,,,
1530,36679340000000,D,,Victor Valley Union High,San Bernardino,2475,753,453.0,450.0,444.0,195.0,25.9
1531,36679340110064,S,University Preparatory,Victor Valley Union High,San Bernardino,165,164,500.0,507.0,500.0,83.0,50.61
1532,36679340125419,S,Adelanto High,Victor Valley Union High,San Bernardino,333,111,423.0,418.0,421.0,15.0,13.51
1533,36679343630100,S,Goodwill High,Victor Valley Union High,San Bernardino,126,1,,,,,
1534,36679343630670,S,Options for Youth-Victorville Charter,Victor Valley Union High,San Bernardino,526,69,436.0,409.0,419.0,8.0,11.59
1535,36679343630761,S,Excelsior Charter,Victor Valley Union High,San Bernardino,277,74,511.0,475.0,473.0,31.0,41.89
1536,36679343630787,S,Silverado High,Victor Valley Union High,San Bernardino,573,204,431.0,431.0,422.0,36.0,17.65
1537,36679343638012,S,Victor Valley High,Victor Valley Union High,San Bernardino,475,130,430.0,442.0,428.0,22.0,16.92
1538,36679590000000,D,,Yucaipa-Calimesa Joint Unified,San Bernardino,732,268,483.0,490.0,481.0,111.0,41.42
